Date,Open,High,Low,Close,Adj Close,Volume
2001-12-13,35.000000,35.000000,35.000000,35.000000,35.000000,2000
2001-12-14,null,null,null,null,null,null
2001-12-17,null,null,null,null,null,null
2001-12-18,null,null,null,null,null,null
2001-12-19,30.000000,30.000000,30.000000,30.000000,30.000000,100000
2001-12-20,30.000000,30.000000,30.000000,30.000000,30.000000,333000
2001-12-21,35.000000,35.000000,30.000000,30.000000,30.000000,0
2001-12-24,null,null,null,null,null,null
2001-12-25,null,null,null,null,null,null
2001-12-26,30.000000,30.000000,30.000000,30.000000,30.000000,6000
2001-12-27,30.000000,30.000000,30.000000,30.000000,30.000000,158000
2001-12-28,30.000000,30.000000,30.000000,30.000000,30.000000,123500
2001-12-31,null,null,null,null,null,null
2002-01-01,null,null,null,null,null,null
2002-01-02,35.000000,35.000000,30.000000,30.000000,30.000000,0
2002-01-03,null,null,null,null,null,null
2002-01-04,30.000000,30.000000,30.000000,30.000000,30.000000,113500
2002-01-07,30.000000,30.000000,30.000000,30.000000,30.000000,150000
2002-01-08,30.000000,30.000000,30.000000,30.000000,30.000000,50000
2002-01-09,30.000000,30.000000,25.000000,25.000000,25.000000,0
2002-01-10,30.000000,30.000000,30.000000,30.000000,30.000000,140000
2002-01-11,30.000000,30.000000,30.000000,30.000000,30.000000,175000
2002-01-14,30.000000,30.000000,25.000000,25.000000,25.000000,0
2002-01-15,30.000000,30.000000,30.000000,30.000000,30.000000,761500
2002-01-16,30.000000,30.000000,30.000000,30.000000,30.000000,125000
2002-01-17,30.000000,30.000000,30.000000,30.000000,30.000000,816500
2002-01-18,30.000000,30.000000,30.000000,30.000000,30.000000,25000
2002-01-21,30.000000,30.000000,25.000000,25.000000,25.000000,232500
2002-01-22,30.000000,30.000000,25.000000,25.000000,25.000000,58000
2002-01-23,30.000000,30.000000,25.000000,25.000000,25.000000,0
2002-01-24,30.000000,30.000000,30.000000,30.000000,30.000000,52500
2002-01-25,25.000000,30.000000,25.000000,30.000000,30.000000,71000
2002-01-28,30.000000,30.000000,25.000000,25.000000,25.000000,430000
2002-01-29,25.000000,25.000000,25.000000,25.000000,25.000000,105000
