Date,Open,High,Low,Close,Adj Close,Volume
2001-11-01,29.626699,41.971199,29.626699,37.527199,8.960523,271579118
2001-11-02,39.008499,40.983601,38.514702,40.983601,9.785821,145140913
2001-11-05,40.983601,43.452499,40.983601,41.477402,9.903729,40220442
2001-11-06,41.477402,42.958801,40.983601,42.958801,10.257448,26935140
2001-11-07,42.958801,43.452499,39.996101,40.489899,9.667938,61895129
2001-11-08,40.489899,41.477402,39.502300,41.477402,9.903729,9305787
2001-11-09,null,null,null,null,null,null
2001-11-12,40.983601,46.415199,40.489899,46.415199,11.082747,63540603
2001-11-13,46.909000,51.846802,46.415199,51.846802,12.379672,42944334
2001-11-14,54.315701,61.722301,51.846802,56.784599,13.558692,53925973
2001-11-15,54.315701,64.191200,51.846802,56.784599,13.558692,55794218
2001-11-16,56.784599,61.722301,56.784599,61.722301,14.737687,27147786
2001-11-19,61.722301,61.722301,54.315701,56.784599,13.558692,22424010
2001-11-20,56.784599,59.253399,49.377899,51.846802,12.379672,25917478
2001-11-21,51.846802,54.315701,46.909000,49.377899,11.790163,17183809
2001-11-22,49.377899,49.377899,46.909000,49.377899,11.790163,2217592
2001-11-23,46.909000,46.909000,44.440102,46.909000,11.200653,8536212
2001-11-26,47.402802,47.896500,45.921398,47.402802,11.318563,19598858
2001-11-27,47.402802,47.402802,46.415199,47.402802,11.318563,1994821
2001-11-28,47.402802,47.402802,44.440102,44.933899,10.729050,17755928
2001-11-29,44.933899,46.909000,43.452499,46.415199,11.082747,20019087
2001-11-30,44.933899,48.390301,44.933899,48.390301,11.554349,9366543
2001-12-03,48.390301,51.353001,48.390301,51.353001,12.261764,15280123
2001-12-04,54.315701,54.315701,49.377899,51.846802,12.379672,14080193
2001-12-05,51.846802,61.722301,51.846802,61.722301,14.737687,27299676
2001-12-06,61.722301,66.660103,61.722301,61.722301,14.737687,41065962
2001-12-07,61.722301,61.722301,56.784599,56.784599,13.558692,6956557
2001-12-10,54.315701,54.315701,49.377899,49.377899,11.790163,7143888
2001-12-11,49.377899,54.315701,49.377899,54.315701,12.969179,5361713
2001-12-12,54.315701,61.722301,54.315701,61.722301,14.737687,18535629
2001-12-13,59.253399,64.191200,59.253399,59.253399,14.148175,4794657
2001-12-14,null,null,null,null,null,null
2001-12-17,null,null,null,null,null,null
2001-12-18,null,null,null,null,null,null
2001-12-19,59.253399,59.253399,56.784599,56.784599,13.558692,4632642
2001-12-20,59.253399,59.253399,56.784599,56.784599,13.558692,3037798
2001-12-21,56.784599,56.784599,56.784599,56.784599,13.558692,4794657
2001-12-24,null,null,null,null,null,null
2001-12-25,null,null,null,null,null,null
2001-12-26,56.784599,59.253399,56.784599,56.784599,13.558692,987284
2001-12-27,56.784599,59.253399,56.784599,56.784599,13.558692,886024
2001-12-28,56.784599,59.253399,56.784599,59.253399,14.148175,1022725
2001-12-31,null,null,null,null,null,null
2002-01-01,null,null,null,null,null,null
2002-01-02,56.784599,59.253399,56.784599,59.253399,14.148175,506300
2002-01-03,null,null,null,null,null,null
2002-01-04,56.784599,59.253399,56.784599,59.253399,14.148175,1265749
2002-01-07,59.253399,59.253399,56.784599,56.784599,13.558692,4252917
2002-01-08,56.784599,59.253399,56.784599,56.784599,13.558692,2961853
2002-01-09,56.784599,61.722301,56.784599,59.253399,14.148175,6257863
2002-01-10,59.253399,64.191200,56.784599,61.722301,14.737687,10009544
2002-01-11,59.253399,61.722301,56.784599,61.722301,14.737687,37430731
2002-01-14,61.722301,64.191200,59.253399,61.722301,14.737687,28403409
2002-01-15,59.253399,61.722301,59.253399,61.722301,14.737687,2050513
2002-01-16,61.722301,64.191200,61.722301,61.722301,14.737687,7518549
2002-01-17,61.722301,71.597900,61.722301,71.597900,17.095722,49065497
2002-01-18,71.597900,79.004601,71.597900,79.004601,18.864250,38554716
2002-01-21,79.004601,81.473503,79.004601,81.473503,19.453758,9594378
2002-01-22,79.004601,79.004601,71.597900,71.597900,17.095722,21072190
2002-01-23,71.597900,71.597900,69.128998,69.128998,16.506212,308843
2002-01-24,69.128998,69.128998,66.660103,66.660103,15.916705,0
2002-01-25,69.128998,69.128998,69.128998,69.128998,16.506212,101260
2002-01-28,66.660103,66.660103,66.660103,66.660103,15.916705,10126
2002-01-29,69.128998,69.128998,64.191200,64.191200,15.327194,1063229
2002-01-30,64.191200,66.660103,59.253399,59.253399,14.148175,4632642
2002-01-31,null,null,null,null,null,null
2002-02-01,59.253399,64.191200,59.253399,59.253399,14.148175,20373497
2002-02-04,59.253399,59.253399,59.253399,59.253399,14.148175,101260
2002-02-05,59.253399,69.128998,59.253399,69.128998,16.506212,23315098
2002-02-06,66.660103,69.128998,64.191200,64.191200,15.327194,3614979
2002-02-07,64.191200,64.191200,59.253399,59.253399,14.148175,3807373
2002-02-08,59.253399,61.722301,59.253399,61.722301,14.737687,2268222
2002-02-11,61.722301,61.722301,59.253399,59.253399,14.148175,303780
2002-02-12,null,null,null,null,null,null
2002-02-13,59.253399,66.660103,59.253399,61.722301,14.737687,37025691
2002-02-14,61.722301,61.722301,56.784599,56.784599,13.558692,4465563
2002-02-15,56.784599,59.253399,56.784599,56.784599,13.558692,7417289
2002-02-18,56.784599,56.784599,54.315701,54.315701,12.969179,12019553
2002-02-19,54.315701,54.315701,51.846802,54.315701,12.969179,5204760
2002-02-20,54.315701,54.315701,49.377899,49.377899,11.790163,2258096
2002-02-21,51.846802,51.846802,49.377899,51.846802,12.379672,6637588
2002-02-22,null,null,null,null,null,null
2002-02-25,51.846802,51.846802,44.440102,44.440102,10.611145,9098204
2002-02-26,44.440102,47.402802,44.440102,46.909000,11.200653,79246017
2002-02-27,46.909000,49.377899,46.909000,49.377899,11.790163,59692726
2002-02-28,49.377899,54.315701,49.377899,51.846802,12.379672,49288268
2002-03-01,46.909000,49.377899,46.909000,49.377899,11.790163,13163790
2002-03-04,49.377899,49.377899,39.502300,41.971199,10.021633,21922774
2002-03-05,40.983601,43.452499,40.983601,42.958801,10.257448,71661649
2002-03-06,42.958801,42.958801,42.465000,42.465000,10.139542,2445427
2002-03-07,42.465000,42.465000,41.477402,41.477402,9.903729,10723426
2002-03-08,41.971199,42.465000,41.971199,42.465000,10.139542,101260
2002-03-11,40.983601,40.983601,40.983601,40.983601,9.785821,1711293
2002-03-12,41.477402,41.477402,41.477402,41.477402,9.903729,50630
